15	0	0	1.00889
22	1	0	0.886431
-26	0	0	-0.0793373
28	0	0	0.865768
-36	0	0	-0.0787767
60	0	0	1.00786
102	1	0	0.926484
105	0	0	0.867062
109	0	0	0.899187
110	1	0	0.861948
114	0	0	0.892961
123	1	0	0.825559
-151	0	0	-0.081628
183	0	0	0.869128
190	0	0	0.943546
192	0	0	0.994457
197	1	0	0.996389
199	0	0	0.88257
-201	0	0	-0.0813878
209	0	0	0.845216
214	0	0	0.823016
254	0	0	0.817191
-281	0	0	-0.0805367
282	0	0	0.864616
312	0	0	0.929007
333	0	0	0.947412
338	1	0	0.943064
-351	0	0	-0.0771377
407	0	0	0.936657
443	0	0	0.840152
453	1	0	0.891668
462	0	0	0.952894
-471	0	0	-0.0805208
473	0	0	0.964237
480	0	0	0.940162
488	0	0	0.914635
527	0	0	0.810269
-531	0	0	-0.081802
535	0	0	0.980312
549	0	0	0.892251
555	0	0	0.834033
562	1	0	0.835237
580	0	0	0.926721
583	0	0	0.835871
585	0	0	0.811092
617	0	0	0.810452
634	0	0	0.955823
-646	0	0	-0.0795682
649	0	0	0.914423
-671	0	0	-0.079878
707	0	0	0.930142
-741	0	0	-0.0829428
-751	0	0	-0.0777958
754	0	0	0.886576
-761	0	0	-0.0797057
-771	0	0	-0.0785831
787	0	0	0.859923
788	0	0	0.810617
797	0	0	0.938539
818	1	0	0.867401
822	1	0	0.899999
832	0	0	0.885015
860	1	0	0.959013
862	1	0	0.962605
878	0	0	0.95111
894	1	0	0.942746
895	0	0	0.886499
-896	0	0	-0.0771202
-906	0	0	-0.0793143
-946	0	0	-0.083348
968	1	0	0.910441
-976	0	0	-0.0797529
988	0	0	0.980857
999	0	0	0.959938
-71	0	0.05	-0.0815511
93	0	0.05	0.828461
124	0	0.05	1.00835
-206	0	0.05	-0.0804129
-216	0	0.05	-0.0834045
222	1	0.05	0.843208
-226	0	0.05	-0.0770133
-251	0	0.05	-0.0783681
263	0	0.05	0.926977
285	0	0.05	1.00374
-291	0	0.05	-0.0799081
348	0	0.05	0.852337
493	0	0.05	0.96621
517	0	0.05	0.829775
-526	0	0.05	-0.0790562
-551	0	0.05	-0.0847276
-591	0	0.05	-0.0809034
594	1	0.05	0.91534
597	0	0.05	1.0035
620	1	0.05	0.957391
638	1	0.05	0.951095
685	0	0.05	0.903161
729	1	0.05	0.834229
-766	0	0.05	-0.0770496
-841	0	0.05	-0.0812881
-856	0	0.05	-0.0847993
864	0	0.05	1.0031
887	0	0.05	0.873118
888	0	0.05	0.941514
918	1	0.05	0.9265
933	0	0.05	0.911584
942	0	0.05	0.829166
972	0	0.05	0.931602
977	1	0.05	0.94472
-981	0	0.05	-0.0827686
-996	0	0.05	-0.0817976
9	0	0.1	0.95108
100	0	0.1	0.943445
164	0	0.1	0.944467
272	0	0.1	0.893786
273	0	0.1	0.827102
364	0	0.1	0.886098
558	0	0.1	0.859224
567	0	0.1	0.86629
-631	0	0.1	-0.0822924
-666	0	0.1	-0.0777121
695	0	0.1	0.971961
739	1	0.1	0.991462
792	0	0.1	0.832891
-811	0	0.1	-0.0849019
815	1	0.1	0.810701
969	1	0.1	0.994304
-11	0	0.15	-0.0836125
-181	0	0.15	-0.0769785
269	1	0.15	0.948336
465	0	0.15	0.946702
502	1	0.15	0.873798
-636	0	0.15	-0.0801469
-651	0	0.15	-0.0827414
780	0	0.15	0.978066
-86	0	0.2	-0.0796585
103	0	0.2	0.99204
173	0	0.2	0.993646
293	0	0.2	0.906722
-361	0	0.2	-0.0778217
-406	0	0.2	-0.0812778
529	0	0.2	0.99215
-576	0	0.2	-0.079113
605	1	0.2	1.00468
654	0	0.2	0.926955
-721	0	0.2	-0.0839059
870	0	0.2	0.836621
87	1	0.25	0.987097
144	0	0.25	0.988226
455	0	0.25	0.872414
498	1	0.25	0.985982
705	0	0.25	0.822076
882	0	0.25	0.840559
890	0	0.25	0.908528
-931	0	0.25	-0.0772379
-661	0	0.3	-0.0841155
798	0	0.3	0.881122
-831	0	0.3	-0.0797311
-971	0	0.3	-0.0823403
992	0	0.3	0.847125
-326	0	0.35	-0.0842779
-966	0	0.35	-0.0818855
970	0	0.4	0.839625
403	0	0.45	0.936898
-621	0	0.45	-0.0812565
677	0	0.45	0.828542
-886	0	0.45	-0.0784097
687	0	0.5	0.907057
119	0	0.7	0.92566
-121	0	0.75	-0.0835948
-21	0	0.9	-0.0792088
-986	0	0.95	-0.0788605
-656	0	1.05	-0.0765688
-946	0	1.05	-0.083348
764	1	1.15	0.92477
993	0	1.3	1.00073
-396	0	1.55	-0.082925
672	0	1.9	0.875326
-451	0	2.55	-0.0844371
-81	0	2.65	-0.0847001
-876	0	2.65	-0.0832657
-941	0	2.65	-0.081108
-366	0	2.75	-0.0768923
164	0	2.95	0.944467
783	0	3.05	0.947645
-821	0	3.7	-0.0847717
-116	0	4.4	-0.0815336
-776	0	4.8	-0.0789671
-196	0	5.2	-0.0838449
-791	0	6.1	-0.077511
-836	0	6.55	-0.0821486
-221	0	7.35	-0.0841279
-696	0	7.85	-0.0805367
152	1	8	0.882979
-466	0	10.65	-0.078827
437	0	11.2	0.843332
-86	0	11.55	-0.0796585
-1	0	11.85	-0.0837104
-506	0	12.05	-0.0771154
74	0	14.15	0.893959
-941	0	17.25	-0.081108
-486	0	17.65	-0.078188
-546	0	18.4	-0.0830937
-456	0	20.2	-0.0769926
-211	0	25.75	-0.0778001
-86	0	26.4	-0.0796585
-476	0	27.55	-0.0809996
-391	0	29.05	-0.0775824
-256	0	30.7	-0.082025
-561	0	32.1	-0.083055
872	0	32.15	0.869908
-511	0	33.7	-0.0765464
-866	0	35.25	-0.0779638
868	0	36.2	0.842688
-76	0	40.6	-0.0789757
-201	0	41	-0.0813878
-416	0	42.7	-0.0771749
-86	0	42.75	-0.0796585
-886	0	43.95	-0.0784097
-171	0	44.6	-0.0786079
-161	0	44.9	-0.0819921
845	0	46.75	0.841362
179	0	50.45	0.925596
295	0	51.5	0.925433
-436	0	55	-0.0805416
-926	0	55.9	-0.0811843
-6	0	56.95	-0.0780795
-106	0	58.35	-0.0831692
955	0	59.4	0.842351
-911	0	59.6	-0.0797632
469	0	62.2	0.898455
-146	0	63.3	-0.0784502
312	0	63.55	0.929007
-326	0	64.9	-0.0842779
927	0	65.85	0.852424
-16	0	67.35	-0.0805313
-981	0	67.35	-0.0827686
308	0	69.55	0.932125
357	0	72.4	0.863267
583	0	72.65	0.835871
-431	0	72.8	-0.0798181
-141	0	75.8	-0.0811787
-756	0	77.45	-0.0779594
-76	0	78.7	-0.0789757
-296	0	79.25	-0.0828269
-966	0	79.4	-0.0818855
783	0	86.85	0.947645
-91	0	88.15	-0.0810705
-376	0	88.7	-0.0770137
367	1	89.4	0.843243
-181	0	92.2	-0.0769785
250	0	93.45	0.996568
364	0	99.15	0.886098
-61	0	101.45	-0.0771356
177	1	104.3	0.912743
-976	0	105.3	-0.0797529
789	0	105.45	0.844626
719	0	110.35	0.907597
-196	0	112.15	-0.0838449
-36	0	113.95	-0.0787767
-721	0	114.15	-0.0839059
-881	0	117.1	-0.0815229
667	1	117.7	0.876922
-111	0	121.5	-0.0845068
-321	0	123.2	-0.0806263
-211	0	124.5	-0.0778001
-696	0	125.05	-0.0805367
112	0	125.7	0.993601
-196	0	126.8	-0.0838449
-426	0	128.6	-0.0787633
443	0	132.3	0.840152
-341	0	133.2	-0.082058
112	0	135.7	0.993601
-491	0	136.65	-0.0766208
-626	0	138.65	-0.0816633
-56	0	139.1	-0.080435
192	0	142.25	0.994457
147	0	143.4	0.838869
-681	0	143.45	-0.0810801
447	0	147.05	0.936552
-286	0	147.3	-0.077232
-806	0	149.15	-0.0778009
122	0	155.65	0.849016
655	1	155.9	0.875406
-156	0	156.4	-0.0781798
147	0	156.65	0.838869
-506	0	158.3	-0.0771154
-466	0	158.9	-0.078827
295	0	160.2	0.925433
275	1	161.95	0.929324
410	1	162.45	0.932842
237	1	164.55	0.972984
-101	0	165.2	-0.0775992
805	0	167.45	0.943984
-601	0	168.15	-0.0785986
840	0	169.3	0.890916
-361	0	169.8	-0.0778217
-596	0	170.25	-0.0828172
-876	0	170.45	-0.0832657
-316	0	170.65	-0.0785766
828	0	172.3	0.944294
290	0	174.45	0.822351
-41	0	176.1	-0.0829992
733	0	176.25	0.859379
532	0	177.1	0.899915
865	0	181.85	0.88664
-776	0	183.35	-0.0789671
